23,760000000,rover/base_footprint/imu_imu_sensor,0.006436578459962414,0.00567532628892865,0.00039910652124991637,0.9999631002408177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.606930905541488e-09,3.6333507458367937e-10,-1.209317191223275e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194061017793,0.12619667782537522,9.79855667813281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,795000000,rover/base_footprint/imu_imu_sensor,0.006436578349831477,0.005675326308869388,0.0003991044056207196,0.9999631002422578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.606930202539919e-09,3.633349844409421e-10,-1.2093171912256408e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194126892124,0.12619667543143437,9.798556678156507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,830000000,rover/base_footprint/imu_imu_sensor,0.006436578239700546,0.005675326328810108,0.00039910228999152296,0.9999631002436979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.606931240988763e-09,3.6333367976842715e-10,-1.2093171908689817e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194192767947,0.12619667303817503,9.798556678179686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,860000000,rover/base_footprint/imu_imu_sensor,0.006436578145302604,0.005675326345902169,0.0003991004765950685,0.9999631002449323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.606930525761188e-09,3.633360065096581e-10,-1.2093171910119675e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194249231364,0.1261966709868568,9.798556678199878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,895000000,rover/base_footprint/imu_imu_sensor,0.006436578035171674,0.005675326365842904,0.00039909836096587207,0.9999631002463724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.606930679566106e-09,3.633359151894769e-10,-1.2093171909736046e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194315015273,0.12619666859291453,9.798556678223854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,925000000,rover/base_footprint/imu_imu_sensor,0.006436577940773724,0.005675326382934964,0.00039909654756941834,0.9999631002476068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.606930835345902e-09,3.633358238649601e-10,-1.20931719070677e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194371509721,0.12619666654135295,9.798556678243658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,960000000,rover/base_footprint/imu_imu_sensor,0.006436577830642796,0.005675326402875701,0.0003990944319402224,0.9999631002490468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.60693188844665e-09,3.633345871393935e-10,-1.2093171905775955e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194437473458,0.12619666414831524,9.79855667826675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,995000000,rover/base_footprint/imu_imu_sensor,0.006436577720511857,0.00567532642281643,0.0003990923163110262,0.999963100250487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6069311725609655e-09,3.6333447000219113e-10,-1.2093171906476594e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194503318657,0.12619666175460895,9.798556678290119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25000000,rover/base_footprint/imu_imu_sensor,0.006436577626113908,0.0056753264399084956,0.0003990905029145728,0.9999631002517212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6069312867187804e-09,3.63335582482524e-10,-1.2093171904662233e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194559783237,0.1261966597030517,9.798556678309787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,60000000,rover/base_footprint/imu_imu_sensor,0.006436577515982962,0.00567532645984922,0.00039908838728537713,0.9999631002531614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.606931462327008e-09,3.633355085616211e-10,-1.2093171905732256e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11118194625687457,0.1261966573097928,9.798556678333462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
